keyword,label
funny week lessons,37556
funny lessons,37556
lessons week,37556
funny week you,37556
lessons funny,37556
do coffee,37557
coffee do like,37557
like you,37557
like coffee,37557
you like do,37557
like do you,37557
  go   like,37558
i   never go i i,37558
love never crowds go like,37558
never   i i love go crowds pudding like,37558
love never like   i i  ,37558
love pudding   like i   go crowds,37558
coffees hobby try,37559
hobby coffees various,37559
try various,37559
try i various,37559
various hobby,37559
various coffees i,37559
  oh can,37560
can oh  ,37560
can   oh,37560
stressful can,37560
  oh stressful,37560
stressful  ,37560
you maybe dog,37561
could maybe,37561
maybe dog could,37561
you dog maybe,37561
get could,37561
dog maybe,37561
also try,37562
i try,37562
try guess,37562
guess born try,37562
guess also,37562
also i guess,37562
funny you s,37564
you s funny,37564
early s,37564
early s,37564
s you,37564
early s funny,37564
sense conversation makes,37565
makes conversation no,37565
sense makes no,37565
sense makes,37565
makes conversation,37565
conversation no sense,37565
make people like,37566
like people make,37566
i people laugh,37566
like people,37566
people i laugh,37566
laugh like i,37566
my everyone,37567
wants my everyone,37567
friend wants everyone,37567
wants my friend,37567
everyone friend,37567
wants everyone,37567
dad i mine,37569
yeah her nicer,37569
wish nicer,37569
wish we dad,37569
mine her,37569
yeah dad nicer,37569
? you what,37571
doing what you,37571
? you,37571
what ? you,37571
? doing you,37571
you what ?,37571
short band,37573
long cut,37573
long short,37573
short favorite,37573
aerosmith band,37573
long favorite short,37573
two rob i,37578
  dogs,37578
  two,37578
  two rob,37578
bob two,37578
rob i,37578
i editor big,37580
big newpaper,37580
i newpaper editor,37580
i newpaper,37580
m editor i,37580
newpaper m big,37580
food guess,37582
my also guess,37582
food guess,37582
favorite also,37582
also my,37582
favorite also my,37582
food mexican,37584
mexican funny,37584
you mexican funny,37584
food you mexican,37584
food mexican,37584
you food,37584
you spare,37585
you time do,37585
? do like,37585
like spare,37585
do what ?,37585
do spare do,37585
dog hang go,37586
dog i go,37586
hang spas go,37586
i hang,37586
spas go hang,37586
my dog,37586
yourself 👋,37587
me hello tell,37587
hello tell,37587
me yourself hello,37587
tell yourself 👋,37587
tell yourself hello,37587
i old,37590
old m years,37590
m years,37590
i old,37590
old i,37590
m years,37590
i love,37592
i love,37592
❤ run,37592
run love,37592
run ❤ i,37592
love i ❤,37592
? clean,37593
you ? eater,37593
you eater clean,37593
you clean ?,37593
eater you,37593
? clean eater,37593
yes clean i,37594
clean yes,37594
eat clean yes,37594
yes eat clean,37594
eat clean,37594
i yes eat,37594
❤ i,37596
i eat,37596
i eat,37596
eat i,37596
veggie love,37596
i ❤ veggie,37596
you ?,37597
how ? veggie,37597
long you how,37597
veggie ?,37597
long how you,37597
how ? you,37597
doing i couple,37598
years couple i,37598
years couple doing,37598
years i doing,37598
i doing,37598
doing years i,37598
you bored,37599
you talking me,37599
bored talking,37599
? bored talking,37599
me ? you,37599
talking you ?,37599
sorry m busy,37601
bit busy,37601
sorry busy,37601
bit m busy,37601
m i,37601
sorry bit,37601
not professional,37602
not coach,37602
not professional,37602
that coach not,37602
not that,37602
doing i coach,37602
heard i that,37606
that not,37606
that not i,37606
i that,37606
not heard that,37606
not that,37606
gym fanatic,37607
gym fanatic more,37607
gym fanatic,37607
exercising fanatic,37607
fanatic exercising,37607
fanatic i gym,37607
pro coach i,37608
coach pro football,37608
football coach,37608
coach football i,37608
pro football,37608
pro i,37608
watching i love,37609
love not watching,37609
sports watching,37609
i love watching,37609
i i watching,37609
i sports watching,37609
do watch,37610
you ?,37610
you do,37610
do you watch,37610
what watch do,37610
you do,37610
especially watch,37611
running i,37611
like watch running,37611
watch sports,37611
watch especially,37611
i sports,37611
run day every,37613
day run,37613
run i,37613
day i,37613
day every i,37613
i run,37613
tried i,37614
not tried,37614
i that,37614
i tried,37614
i tried,37614
i not,37614
gym more fanatic,37615
gym exercising fanatic,37615
fanatic more exercising,37615
more fanatic,37615
i gym more,37615
exercising more i,37615
fan cooking i,37617
huge all i,37617
cooking really all,37617
cooking like fan,37617
all like fan,37617
all like sports,37617
? like,37618
like do,37618
cook ?,37618
you do like,37618
do you what,37618
? what,37618
cook out,37619
cook out,37619
like cook eat,37619
like eat cook,37619
i eat,37619
out cook eat,37619
i good,37620
pretty good,37620
eater pretty,37620
pretty eater,37620
i pretty eater,37620
eater pretty,37620
great i,37624
i doing great,37624
i hi great,37624
doing hi,37624
i hi,37624
great i,37624
bad i old,37626
old m,37626
i bad m,37626
old bad,37626
old m i,37626
bad old,37626
detention m center,37635
detention center i,37635
m detention center,37635
m i,37635
m i,37635
i m detention,37635
count yes my,37636
i my yes,37636
i day blessings,37636
day count yes,37636
my blessings,37636
count every,37636
where that,37638
center that where,37638
where that ?,37638
where that detention,37638
center detention,37638
center that ?,37638
? detention center,37640
does ?,37640
refer center,37640
refer detention it,37640
detention it,37640
still ? refer,37640
i help ?,37642
can help i,37642
? can,37642
help can how,37642
can you how,37642
? i,37642
center detention,37643
me get,37643
detention center get,37643
center me,37643
detention me,37643
detention me,37643
want detention you,37644
do want,37644
want you,37644
you detention,37644
do ?,37644
you want detention,37644
i home work,37646
home i home,37646
home home,37646
i work,37646
work work home,37646
i home,37646
? home like,37648
like home,37648
home like ?,37648
? like,37648
? you,37648
home like ?,37648
i m,37653
na i,37653
na gon,37653
here m not,37653
m not here,37653
na gon i,37653
movies i,37659
like movies i,37659
read i horror,37659
horror read i,37659
like i read,37659
read i,37659
what mostly,37660
what like,37660
mostly what,37660
them mostly,37660
them u,37660
mostly like,37660
world man want,37661
i world,37661
i world,37661
want man,37661
man world want,37661
i want,37661
i not,37665
m i thief,37665
thief i m,37665
thief i,37665
thief i not,37665
i m,37665
tldr like shopping,37675
shopping like,37675
shopping tldr like,37675
like tldr i,37675
i shopping tldr,37675
tldr like i,37675
? s name,37677
what s,37677
? s,37677
? s name,37677
? s,37677
s name,37677
my hi name,37678
hi name lee,37678
name todd my,37678
hi my,37678
lee todd,37678
name lee hi,37678
? you,37679
? how lee,37679
old lee ?,37679
how old,37679
? lee,37679
how ?,37679
i brother,37680
my brother,37680
brother i,37680
my my i,37680
my my,37680
my son i,37680
son brothers how,37681
how ? brothers,37681
? son brothers,37681
old brothers,37681
old son ?,37681
how brothers,37681
how ’s,37683
everything see how,37683
’s you nice,37683
nice hug see,37683
you ?,37683
everything hug,37683
going marry spring,37684
i marry,37684
i going,37684
spring i going,37684
i going good,37684
going marry,37684
work teacher kindergarten,37687
work kindergarten school,37687
work kindergarten teacher,37687
teacher kindergarten work,37687
school teacher,37687
work kindergarten teacher,37687
😮 job it,37688
😮 it first,37688
wow 😮 first,37688
job oh wow,37688
it wow oh,37688
it wow job,37688
video feel,37690
feel do,37690
games you,37690
do how 📼,37690
games video do,37690
you do,37690
games games,37693
playing finished,37693
games games finished,37693
playing finished,37693
i playing games,37693
games finished 📼,37693
video games also,37694
video also,37694
like i,37694
like i video,37694
also games,37694
also video i,37694
love i,37695
i video love,37695
favorite i,37695
what i favorite,37695
video games,37695
games video what,37695
i gta,37697
i tombraider,37697
gta tombraider,37697
like i,37697
like gta,37697
gta like i,37697
very i,37699
well tombraider very,37699
very tombraider too,37699
well very i,37699
too very,37699
too like,37699
also whose,37700
also favorite,37700
🆗 whose,37700
favorite also,37700
popular yes 🆗,37700
also yes,37700
who guy fangs,37702
romania who fangs,37702
turns guy fangs,37702
vampire turns,37702
turns who,37702
who guy,37702
i cool fiction,37705
nerd cool,37705
cool i kind,37705
prefer suppose,37705
kind fiction i,37705
👍 kind,37705
dramma fiction,37706
fiction dramma,37706
i dramma,37706
fiction like i,37706
fiction dramma i,37706
dramma fiction,37706
trying pick cool,37707
pick law,37707
pick sister i,37707
my japan cool,37707
my trying,37707
japan pick,37707
? it,37708
wow it ?,37708
wow it hard,37708
it ? wow,37708
it ?,37708
wow it ?,37708
sure you ever,37709
you it ever,37709
sure ever you,37709
you sure it,37709
you sure ever,37709
you sure,37709
taylor favourite,37712
my swift singer,37712
favourite swift i,37712
i favourite taylor,37712
singer swift,37712
i singer swift,37712
music my,37713
taylor favorite,37713
music favorite taylor,37713
swift favorite my,37713
swift favorite my,37713
🔖 my,37713
advertising privately,37715
advertising privately,37715
advertising company,37715
privately company,37715
privately company oh,37715
company oh advertising,37715
what type cool,37717
engineering cool type,37717
cool 👍 engineering,37717
what engineering,37717
what type,37717
engineering what cool,37717
you i,37719
👋 gaming,37719
hello work i,37719
industry i,37719
gaming i what,37719
do i hello,37719
miss ❤,37720
you miss i,37720
i miss you,37720
miss you ❤,37720
you ❤,37720
i miss you,37720
young i,37722
i too me,37722
i me,37722
too young i,37722
too young i,37722
me young i,37722
i got,37723
phone sorry i,37723
phone got,37723
i sorry got,37723
phone sorry i,37723
phone got i,37723
phone do,37724
phone you,37724
do phone what,37724
phone what kind,37724
you 😦,37724
use 😦 phone,37724
i i like,37726
i like,37726
like i,37726
i android i,37726
i android i,37726
i iphones,37726
i tomorrow wish,37728
work tomorrow,37728
wish i,37728
i i tomorrow,37728
tomorrow i,37728
wish work tomorrow,37728
work 💼 really,37730
💼 work i,37730
💼 work,37730
really 💼,37730
💼 i really,37730
really work i,37730
you ok hehe,37731
you got,37731
hehe got ok,37731
later hehe you,37731
you got,37731
later got,37731
still count i,37732
sure insides,37732
sure still,37732
still insides,37732
i it,37732
it insides count,37732
hello tell,37733
me 👋,37733
hello me,37733
me hello yourself,37733
me yourself,37733
👋 tell,37733
hello ? you,37735
you ?,37735
how ?,37735
hello ?,37735
hello ?,37735
how you hello,37735
m i you,37736
you fine m,37736
you what fine,37736
i m you,37736
fine what you,37736
i m fine,37736
restaurant i,37738
i restaurant local,37738
cashier work,37738
local work,37738
cashier local,37738
local work i,37738
you ? scorpions,37739
scorpions you ?,37739
you terrified,37739
? scorpions,37739
terrified you scorpions,37739
scorpions terrified ?,37739
m oh restorant,37740
local restorant,37740
i m,37740
m i,37740
local m oh,37740
oh i,37740
work i guard,37742
barista work,37742
barista guard,37742
security i i,37742
i i security,37742
i guard,37742
where you ?,37743
you where,37743
from you where,37743
? from you,37743
from ? where,37743
? you from,37743
i you how,37744
? california you,37744
how california you,37744
california ? i,37744
? how,37744
how i california,37744
restaurant working,37746
you which restaurant,37746
restaurant you working,37746
restaurant working which,37746
working you,37746
working restaurant you,37746
i italian,37747
professional i lady,37747
i lady,37747
i lady italian,37747
professional i,37747
italian i,37747
you live what,37748
what live,37748
you what naples,37748
what you naples,37748
you live,37748
naples i what,37748
parents which ?,37751
italian which ?,37751
parents which italian,37751
parents ? italian,37751
which italian parents,37751
italian ? which,37751
not my,37752
dad pilot my,37752
my not,37752
not pilot,37752
i pilot,37752
not sure,37752
hobby cool m pilot i,37754
m hobby model,37754
i m i pilot cool planes,37754
like hobby model cool make m pilot i,37754
make model i,37754
hobby like pilot make cool model m i planes i,37754
driver i car,37756
not pilot big,37756
big driver,37756
🚗 i i,37756
i i,37756
i car,37756
see you it,37758
nice see it,37758
it see nice,37758
it see,37758
you it,37758
nice see it,37758
how ? day,37759
? going how,37759
? how,37759
day going,37759
day how,37759
going day,37759
name child,37761
job ? what,37761
job name child,37761
what ? job,37761
name child,37761
what job ?,37761
nice see,37763
nice you it,37763
it you,37763
see it,37763
nice it see,37763
you nice,37763
how going ?,37764
going how,37764
day ?,37764
? how going,37764
day how,37764
how going ?,37764
like games mine,37765
play games,37765
i video,37765
video i,37765
video like hobby,37765
play like mine,37765
i hair,37767
my dye,37767
dye my,37767
dye my,37767
i hair,37767
my dye,37767
twice ?,37768
you twice do,37768
twice do,37768
twice like,37768
? do you,37768
do like,37768
i m,37769
i m,37769
m i,37769
m no,37769
i m,37769
no m,37769
love games gamer,37771
games love,37771
video huge,37771
video i,37771
games video,37771
games love,37771
what video,37772
what game video,37772
game favorite ?,37772
? what,37772
what video,37772
video game,37772
video like,37773
i games like,37773
i video,37773
like i,37773
like video games,37773
games like,37773
what ? ypur,37779
what ypur,37779
? ph what,37779
ph ?,37779
ph ? ypur,37779
? what,37779
three answer,37780
every hair true,37780
hair is,37780
i is hair,37780
is months i,37780
months i,37780
shopping ?,37785
i ?,37785
like ?,37785
? shopping,37785
like i shopping,37785
i ?,37785
like i shopping,37787
candies shopping i,37787
like shopping candies,37787
shopping i,37787
i candies,37787
like candies i,37787
🙂 like shop,37793
🙂 i,37793
shop i,37793
like shop,37793
i shop,37793
shop 🙂 i,37793
you old ?,37794
how ? old,37794
how you,37794
you how old,37794
? old,37794
old ?,37794
old m,37795
i old,37795
old years,37795
i m,37795
years m i,37795
old m,37795
grade third,37797
i grade m,37797
i grade third,37797
i m third,37797
third grade,37797
i third m,37797
you shop,37799
do like,37799
shop 😉,37799
like ? you,37799
you like do,37799
do ?,37799
like shopping,37803
i shopping,37803
i 😄,37803
i 😄 like,37803
😄 like,37803
like i,37803
yeah am i,37806
i am,37806
think i,37806
am yeah think,37806
think yeah i,37806
i am i,37806
you job ?,37808
job you,37808
job do ?,37808
you ?,37808
do you job,37808
you job,37808
do i work,37809
do not,37809
not work i,37809
work do,37809
work do,37809
work i,37809
i new bought,37810
new car,37810
i bought new,37810
i new,37810
bought i,37810
car bought,37810
enough ? you,37811
? do enough,37811
you ?,37811
you enough money,37811
you enough do,37811
you ?,37811
do not no,37812
not do,37812
no i do,37812
i not,37812
i do,37812
no not,37812
my mommy,37814
money mommy lot,37814
mommy my,37814
mommy lot my,37814
lot my mommy,37814
lot my money,37814
shoes i,37815
shoes shop,37815
like i,37815
like shop shoes,37815
like shoes i,37815
shoes i,37815
? do hobbies,37820
do ?,37820
? you,37820
you ?,37820
you ?,37820
hobbies ?,37820
do you,37822
live colorado,37822
colorado live,37822
? you,37822
do you colorado,37822
do colorado live,37822
you time do,37827
do what,37827
spare ?,37827
do do you,37827
what do ?,37827
what like,37827
something ?,37829
? terrified,37829
you terrified ?,37829
something terrified you,37829
something you ?,37829
you terrified something,37829
do job,37831
job do,37831
i not,37831
i do,37831
do not i,37831
do i not,37831
ever you celebrity,37832
celebrity ever you,37832
met you ever,37832
celebrity ever,37832
ever celebrity,37832
ever you met,37832
great day,37833
day i,37833
day great i,37833
day i great,37833
off no,37833
off great day,37833
you do ?,37837
pets do,37837
you do pets,37837
do you ?,37837
pets do ?,37837
pets you,37837
i no,37838
not do i,37838
do no,37838
not do,37838
i not,37838
not i no,37838
movie ? what,37847
favorite movie,37847
movie ?,37847
favorite movie ?,37847
movie favorite what,37847
favorite movie,37847
like 😁,37849
movies i 😁,37849
😁 movie,37849
movies like,37849
movie 😁 like,37849
i like,37849
? tv,37850
program what,37850
? tv favorite,37850
favorite what ?,37850
favorite tv,37850
tv what program,37850
like watch,37851
watch do,37851
tv i watch,37851
i watch,37851
watch tv,37851
do tv,37851
favorite color,37852
color ?,37852
favorite color what,37852
? favorite what,37852
? favorite,37852
what favorite,37852
blue you ?,37853
what i blue,37853
blue ? like,37853
you blue like,37853
? blue what,37853
you ?,37853
bluee i like,37854
like i bluee,37854
like bluee,37854
i too,37854
too bluee,37854
i like too,37854
blue i too,37855
like i,37855
too like blue,37855
too blue,37855
like i too,37855
too i,37855
what do,37856
do ? you,37856
what ?,37856
😄 do what,37856
😄 what,37856
what 😄 you,37856
? you,37857
? terrified something,37857
something you terrified,37857
terrified something you,37857
? terrified,37857
terrified something,37857
do job not,37859
i do,37859
job i,37859
i not,37859
not job,37859
i not job,37859
bit shy,37864
i ☺,37864
yourself little,37864
me tell,37864
i yourself me,37864
little i,37864
mickey love,37866
love mickey i,37866
mickey love,37866
mickey mouse,37866
love mickey mouse,37866
i mouse,37866
college year go,37868
next go,37868
i going next,37868
college next,37868
year i go,37868
year go,37868
you ?,37869
live ? you,37869
colorado do live,37869
live do,37869
live ?,37869
live colorado,37869
you yes where,37870
yes you where,37870
where do you,37870
live do,37870
? you,37870
yes where you,37870
i engineer mechanical,37871
you i engineer,37871
i ?,37871
? engineer,37871
? colorado live,37871
colorado near,37871
love male,37874
i love riding,37874
male bike,37874
hike love,37874
i bike,37874
love male hike,37874
? what colour,37875
? colour,37875
what ?,37875
favourite ?,37875
what ?,37875
colour ? what,37875
listen music,37876
listen like,37876
i like listen,37876
like i,37876
i draw listen,37876
like draw music,37876
my ground i,37877
i play,37877
play my ground,37877
like play,37877
like play my,37877
i friends,37877
like i,37878
like camping,37878
camping like i,37878
like go,37878
go i like,37878
like camping,37878
friends alone eith,37879
eith ?,37879
? eith,37879
? alone,37879
eith alone ?,37879
friends ?,37879
person social very,37880
very person i,37880
person i social,37880
i very,37880
social very i,37880
very person,37880
work ✨ i,37883
i work ✨,37883
i work good,37883
trabajo spanish good,37883
trabajo spanish i,37883
i work spanish,37883
do live,37884
where live,37884
live do,37884
live do,37884
where live do,37884
where you,37884
life entire i,37885
life my south,37885
lived entire my,37885
🈶 south carolina,37885
🈶 carolina,37885
my 🈶 life,37885
storey i house,37886
house i,37886
i live house,37886
storey three,37886
storey i house,37886
house three live,37886
many ✨,37887
many i,37887
✨ many love,37887
kids cool many,37887
i cool,37887
go many,37887
work all escape,37889
want corvette all,37889
want cool,37889
i work,37889
cool want,37889
work i,37889
m tennis,37890
professional player,37890
tennis i player,37890
player m,37890
professional player m,37890
player m,37890
i banjo night pick,37891
pick play i,37891
can play i night also pick i,37891
play make banjo fire i can pick i also,37891
fire also i banjo make play,37891
night also fire can pick all i i make,37891
speak do fr,37893
speak fr,37893
i you speak,37893
french you,37893
fluently french,37893
speak can,37893
english speak,37894
english no,37894
no can,37894
i english,37894
no english i,37894
no english,37894
spanish little gb,37895
i english,37895
speak gb spanish,37895
english gb i,37895
gb i,37895
speak little,37895
i no ❌,37897
no ❌ learn,37897
spanish love ❌,37897
❌ love,37897
spanish i,37897
learn ❌,37897
do love,37899
do love,37899
dogs do,37899
love you i,37899
i you love,37899
dogs i you,37899
i my walks,37900
i long,37900
walks my,37900
enjoy dog long,37900
walks dog i,37900
long dog enjoy,37900
i dog,37901
long i,37901
love me beach,37901
dog walks,37901
me dog,37901
dog love long,37901
do work,37903
work haha,37903
haha do,37903
do work,37903
you work do,37903
work haha,37903
tennis i,37904
i professional,37904
player professional,37904
player professional i,37904
player tennis,37904
tennis player,37904
became school,37905
i i player,37905
player i,37905
professional i became,37905
became school,37905
became i 🎓,37905
speak 😮,37907
do languages 😮,37907
what 😮 do,37907
languages 😮,37907
languages wow speak,37907
languages welcome do,37907
me language learn,37909
how language learn,37909
another me learn,37909
another learn me,37909
learn how,37909
speak another help,37909
others languages i,37911
different i,37911
i my,37911
which languages different,37911
👭 others english,37911
languages which,37911
do wish could i 🙏 like another language,37913
learning i i better 🙏 do could like,37913
could i learning like 🙏 wish another,37913
do like i could,37913
better learning i do another could like language 🙏,37913
do could learning i language like 🙏 i wish,37913
little ️ bit,37914
☺ little ️,37914
little shy,37914
☺ me,37914
yourself ☺ shy,37914
tell yourself i,37914
i you,37916
? do,37916
dance ?,37916
looking job,37916
looking you dance,37916
like looking job,37916
gym regularly i,37917
i regularly,37917
go gym i,37917
regularly i gym,37917
i regularly gym,37917
i go,37917
do you do,37918
sports you,37918
sports ? do,37918
do you ?,37918
sports ?,37918
do do ?,37918
? not born,37919
do ? not you,37919
you somalia you i i,37919
you you not not do i born,37919
not somalia ? not do you,37919
i do not do i,37919
i nt,37920
no ? was,37920
no you nt,37920
nt no,37920
was you,37920
no ?,37920
good i very,37921
very i,37921
i it not,37921
i very it,37921
good not it,37921
it very good,37921
huh day what,37924
huh what,37924
? day,37924
huh day ?,37924
what ? day,37924
what huh ?,37924
today i cut,37925
my cut today,37925
my i today,37925
i today my,37925
cut fingers,37925
cut today fingers,37925
hi how,37927
how ?  ,37927
you how,37927
how   you,37927
how   hi,37927
hi you  ,37927
you i,37928
i good ’m,37928
what you i,37928
you good ’m,37928
good you,37928
what ’m good,37928
do i okay,37929
okay you,37929
do okay you,37929
work do,37929
work okay do,37929
work do okay,37929
? yes,37930
you museum,37930
museum yes,37930
you ? what,37930
what i,37930
guide what,37930
houston it popular,37932
houston club,37932
though houston,37932
popular it though,37932
it houston though,37932
popular houston club,37932
reading ? you,37933
reading like do,37933
you reading ?,37933
? you like,37933
reading you,37933
do reading you,37933
job i usually too i   my 🧐,37937
now lost since job weeks depressed,37937
weeks ago too lost i job now,37937
i few   🧐 job since ago,37937
now depressed since,37937
my i ago   since depressed,37937
i hear,37939
it sorry hear,37939
i hear,37939
i sorry,37939
it hear sorry,37939
hear sorry,37939
it doing,37941
doing very it,37941
now sad doing,37941
doing i now,37941
now i sad,37941
sad doing i,37941
how ? you,37943
?  ,37943
  today,37943
hello today  ,37943
today  ,37943
  you,37943
baby i,37946
ve since,37946
swimming i,37946
ve since,37946
ve i,37946
swimming i ve,37946
you sing what,37949
sing what,37949
what will you,37949
what you,37949
will what sing,37949
will sing,37949
do n’t sing,37950
n’t sing,37950
do i n’t,37950
n’t i,37950
sing i n’t,37950
sing n’t,37950
i partly ’m,37951
’m deaf i,37951
’m deaf,37951
deaf i,37951
partly i ’m,37951
i ’m partly,37951
can hear i,37952
sorry not you,37952
i can not,37952
sorry hear,37952
i can,37952
i can,37952
? color hair,37953
what color hair,37953
what color,37953
what hair,37953
? what hair,37953
color what,37953
black hair,37954
them naturally,37954
them hair,37954
i black hair,37954
naturally i them,37954
dyed black,37954
do you,37956
you do kids,37956
? do kids,37956
you ? do,37956
? kids,37956
kids do,37956
i ve them,37957
them ve i,37957
i ton them,37957
them ton ve,37957
i ve them,37957
i them ve,37957
kids i,37959
kids do i,37959
n’t kids do,37959
kids do,37959
i kids do,37959
do kids n’t,37959
do you,37960
how you many,37960
you how many,37960
you do,37960
many you how,37960
how many do,37960
love four i,37961
i least,37961
i two more,37961
more d,37961
four least more,37961
d  ,37961
kids love,37962
really kids,37962
must you love,37962
love you,37962
you love must,37962
must really,37962
i love japan,37963
japan love,37963
japan i do,37963
i do,37963
love japan i,37963
japan i love,37963
not go,37964
wait i can,37964
i not,37964
can go not,37964
go i,37964
wait i,37964
’ve japan,37966
never japan,37966
i never,37966
’ve japan,37966
never i,37966
i ’ve never,37966
time i like ve ha horses when i ride he,37969
i time ve he,37969
horses he time ve when,37969
horses i he ha like,37969
ha like horses ve ride he,37969
ride ha time like he ve horses i,37969
’m busy roses,37971
i cool,37971
’m roses grow,37971
busy ’m when,37971
when ’m cool,37971
grow busy,37971
cucumbers  ,37972
lol tasty  ,37972
lol random  ,37972
cucumbers  ,37972
cucumbers   lol,37972
tasty lol cucumbers,37972
them i winter,37973
like winter,37973
i them,37973
i them,37973
like winter i,37973
them like,37973
very they,37974
refreshing very,37974
refreshing yeah,37974
yeah they refreshing,37974
yeah refreshing,37974
yeah refreshing,37974
i like i sometimes instead,37975
i more yes like instead i  ,37975
like   instead,37975
instead exercise i   get i more yes sometimes like,37975
yes feel   more i exercise sometimes i,37975
instead like   feel exercise i i,37975
going ?,37976
evening how,37976
going evening how,37976
evening going,37976
how going,37976
how ?,37976
last time,37977
week outside time,37977
ago outside,37977
time i outside,37977
time i,37977
’ve time ago,37977
m vegetarian total,37979
i vegetarian,37979
total i m,37979
m total,37979
vegetarian m total,37979
m vegetarian,37979
ago vegan,37981
year became ago,37981
i became,37981
vegan became,37981
year ago vegan,37981
became ago,37981
how hurt s   that away go matter old no,37984
young how hurt go no very matter,37984
away hurt how young very matter,37984
matter very no how hurt away young,37984
go that hurt young very away,37984
that away   no go hurt very s matter how,37984
? it,37985
it how,37985
today how ?,37985
? it,37985
it how ?,37985
how ? going,37985
xx okay,37986
nice okay you,37986
talking nice,37986
okay talking bye,37986
bye talking,37986
nice talking bye,37986
  too you,37987
thank wonderful too,37987
thank day,37987
you you,37987
thank  ,37987
wonderful   thank,37987
born i,37993
born somalia,37993
no born,37993
i no,37993
i no somalia,37993
somalia born i,37993
hi i,37994
bank hi,37994
teller hi i,37994
i bank,37994
hi bank,37994
teller bank,37994
? how today,37995
thanks great ?,37995
how thanks,37995
? great,37995
you today how,37995
great you,37995
dance ?,37996
? dance,37996
you dance do,37996
you ? do,37996
you ? like,37996
you do,37996
do do,37997
i i,37997
do i,37997
i do like,37997
i do do,37997
dance do,37997
live do you,37998
live you ?,37998
you ?,37998
you ?,37998
? you do,37998
where ?,37998
like us ?,37999
me like,37999
us ?,37999
like me,37999
like us,37999
me like,37999
? do dance,38003
you that great,38003
s do you,38003
want dance,38003
s ?,38003
? great,38003
i dance i,38005
i i dance,38005
dance dance do,38005
i dance dance,38005
i not like,38005
not like,38005
cats 🙂,38006
cats name,38006
what 🙂,38006
name 🙂 ?,38006
? cats,38006
name ?,38006
fan big,38008
it who i,38008
who big,38008
son fan big,38008
fan who i,38008
son who big,38008
lot i money,38010
money i,38010
i money,38010
do money,38010
do lot money,38010
do i lot,38010
? how hi,38011
how ?,38011
you hi how,38011
you how,38011
? hi how,38011
you ? how,38011
what you,38014
? what,38014
you what,38014
? doing,38014
doing you,38014
doing you,38014
actually got made,38015
got i,38015
i i made,38015
got i,38015
made got i,38015
got i actually,38015
did mistake make,38016
did make,38016
make mistake you,38016
? did make,38016
did mistake ?,38016
make did ?,38016
num 💼,38017
i it num,38017
it work,38017
work it i,38017
💼 work num,38017
💼 work,38017
looking ?,38019
? another do,38019
another you looking,38019
you ? another,38019
you ? looking,38019
you looking,38019
i new,38020
i 👍,38020
yes 👍 looking,38020
new 👍 looking,38020
👍 i,38020
you job,38020
i m,38022
i m,38022
working m i,38022
working home,38022
working home,38022
i m,38022
bad experience it,38024
right it,38024
my it bad,38024
experience trying my,38024
i bad make,38024
experience trying bad,38024
you you poor,38027
you poor,38027
really lazy poor,38027
you poor,38027
poor lazy,38027
lazy poor you,38027
you i miss,38028
❤ you miss,38028
❤ you,38028
❤ i,38028
i ❤ miss,38028
you ❤ i,38028
pretty lazy m,38029
lazy m i,38029
lazy i m,38029
pretty i lazy,38029
lazy i,38029
i lazy m,38029
gym i,38030
often i,38030
go often gym,38030
go i,38030
gym i go,38030
i often,38030
🉐 i get,38031
gym go 🉐,38031
sometimes lazy,38031
i i get,38031
get sometimes,38031
🉐 sometimes,38031
i thought,38034
someone i,38034
else you,38034
someone thought,38034
you thought,38034
thought yeah you,38034
? going how,38040
going it,38040
? going how,38040
it going,38040
? going,38040
hi going how,38040
how well day,38042
well going hey,38042
? going day,38042
hey day well,38042
it day going,38042
well going day,38042
how great,38043
it far,38043
going it,38043
great you,38043
you great far,38043
going far it,38043
i good my,38044
job hate i,38044
i hate,38044
good it i,38044
good it job,38044
it good,38044
my hate i,38045
job i like,38045
my hate,38045
i job,38045
i hate,38045
job hate,38045
work salesman i,38046
work i car,38046
salesman car,38046
work salesman car,38046
salesman work i,38046
salesman work,38046
car 🚘 i,38047
🚘 car salesman,38047
i 🚘 salesman,38047
car salesman,38047
🚘 i salesman,38047
🚘 salesman i,38047
vegas ones big,38049
ones vegas big,38049
big 🎰,38049
ones one 🎰,38049
one 🎰,38049
vegas ones,38049
money spends wife,38050
my spends,38050
spends my,38050
money all my,38050
all my,38050
money my,38050
my small,38051
home my kids,38051
🚜 car kids,38051
kids 🚜 home,38051
too 🚜 small,38051
home my,38051
speak they need i 👮,38053
👮 really man need go,38053
language go i really they man bathroom,38053
language what really go i speak man need 👮 they,38053
what really 👮,38053
they really man need language,38053
they language speak,38054
bathroom language they,38054
language bathroom,38054
they lol language,38054
they bathroom lol,38054
lol language bathroom,38054
it know how,38055
speak how you,38055
it languages,38055
it know,38055
you how,38055
how languages it,38055
i getting planning,38056
getting divorce,38056
i getting,38056
planning divorce i,38056
planning i getting,38056
divorce planning getting,38056
feel very,38057
expensive very,38057
i feel expensive,38057
i feel,38057
i college i,38057
🎓 i expensive,38057
yeah freedom,38058
good yeah freedom,38058
yeah more freedom,38058
more college,38058
college yeah,38058
good yeah,38058
cool not,38059
it got,38059
girls you not,38059
girls you popular,38059
popular 👩,38059
